film,character,dialogue,cleaned_dialogue,sentiment_score
Goodfellas,HENRY,"Fifteen, sixteen, eighteen, twenty- one-five.","Fifteen, sixteen, eighteen, twenty- one-five.",0.0
Goodfellas,JIMMY,Nice.,Nice.,0.4215
Goodfellas,TOMMY,Who's buying?,Who's buying?,0.0
Goodfellas,HENRY,Done.,Done.,0.0
Goodfellas,HENRY,Will you stop.,Will you stop.,-0.296
Goodfellas,HENRY,And these are the guys.,And these are the guys.,0.0
Goodfellas,HENRY,Tommy and Sepe were going to grab the outside guard and make him get us in the front door.,Tommy and Sepe were going to grab the outside guard and make him get us in the front door.,0.0
Goodfellas,HENRY,Frenchy and,Frenchy and,0.0
Goodfellas,HENRY,Joe Buddha had to round up the workers.,Joe Buddha had to round up the workers.,0.0
Goodfellas,HENRY,Fat Louis had to keep than tied up and away from alarms.,Fat Louis had to keep than tied up and away from alarms.,-0.2732
Goodfellas,HENRY,Only Marty was driving us nuts. He was busting Jimmy's balls for an advance on the money we were going to steal.,Only Marty was driving us nuts. He was busting Jimmy's balls for an advance on the money we were going to steal.,-0.6705
Goodfellas,HENRY,Even Stacks got in on it.  He was supposed to steal the panel truck and afterwards compact it by a friend of ours in Jersey.,Even Stacks got in on it. He was supposed to steal the panel truck and afterwards compact it by a friend of ours in Jersey.,0.0
Goodfellas,HENRY,I had everybody working.  Even our old babysitter.,I had everybody working. Even our old babysitter.,0.0
Goodfellas,HENRY,They're okay and it's worth it. Ain't it?,They're okay and it's worth it. Ain't it?,0.4215
Goodfellas,HENRY,Don't start. I told you to clean up. Look at this place. It's a pigpen. Look around here. Why do you think I bought you the dishwasher? Look. Look at this.,Don't start. I told you to clean up. Look at this place. It's a pigpen. Look around here. Why do you think I bought you the dishwasher? Look. Look at this.,0.4019
Goodfellas,HENRY,Nothing. I dropped the soap. That's all.,Nothing. I dropped the soap. That's all.,0.0
Goodfellas,JIMMY,You're crazy. The bulls are across the street. They're watching everything we do.,You're crazy. The bulls are across the street. They're watching everything we do.,-0.34
Goodfellas,JIMMY,Jesus Christ!  Are you all fucking nuts?,Jesus Christ! Are you all fucking nuts?,-0.4376
Goodfellas,HENRY,He heard.,He heard.,0.0
Goodfellas,JIMMY,For Christmas. Your share.  It's just a taste.,For Christmas. Your share. It's just a taste.,0.296
Goodfellas,HENRY,Jimmy.,Jimmy.,0.0
Goodfellas,JIMMY,"Yeah, yeah.  I'll be right there.","Yeah, yeah. I'll be right there.",0.5267
Goodfellas,HENRY,Hey!  Look what I got. The most expensive tree they had.,Hey! Look what I got. The most expensive tree they had.,0.0
Goodfellas,HENRY,Go buy yourself a coat.,Go buy yourself a coat.,0.0
Goodfellas,HENRY,Lufthansa should have been our ultimate score. The heist of a lifetime. Six million in cash. More than enough to go around.,Lufthansa should have been our ultimate score. The heist of a lifetime. Six million in cash. More than enough to go around.,0.0
Goodfellas,TOMMY,Hey!  Stacks! Come on! Open the door! Wake up!,Hey! Stacks! Come on! Open the door! Wake up!,0.0
Goodfellas,TOMMY,Come on! Come on! We got some coffee.,Come on! Come on! We got some coffee.,0.0
Goodfellas,HENRY,"Stacks was always crazy. Instead of getting rid of the truck like he was supposed to, he got stoned, went to his girlfriend's and by the time he woke up, the cops had found the truck. It was all over the television. They even said they came up with prints off the wheel. It was just a matter of tine before they got to Stacks.","Stacks was always crazy. Instead of getting rid of the truck like he was supposed to, he got stoned, went to his girlfriend's and by the time he woke up, the cops had found the truck. It was all over the television. They even said they came up with prints off the wheel. It was just a matter of tine before they got to Stacks.",0.0516
Goodfellas,HENRY,I still gotta talk to you.,I still gotta talk to you.,0.0
Goodfellas,HENRY,What's going on? What happened to Stacks? Is everything okay?,What's going on? What happened to Stacks? Is everything okay?,0.3485
Goodfellas,HENRY,There are cops all over the place.,There are cops all over the place.,0.0
Goodfellas,JIMMY,Tommy's gonna be made.,Tommy's gonna be made.,0.0
Goodfellas,JIMMY,"You wanna talk? Okay, come on, let's get it over with.  I swear I've never known a ball buster like you in all my life.","You wanna talk? Okay, come on, let's get it over with. I swear I've never known a ball buster like you in all my life.",0.4939
Goodfellas,HENRY,Wait a minute.  Calm down.,Wait a minute. Calm down.,0.3182
Goodfellas,HENRY,What could happen? He got drunk. He passed out somewhere. I'll go looking for him in the morning.,What could happen? He got drunk. He passed out somewhere. I'll go looking for him in the morning.,-0.34
Goodfellas,HENRY,"Awright, awright. Let me take you home and I'll go look for him myself. Right now.","Awright, awright. Let me take you home and I'll go look for him myself. Right now.",0.0
Goodfellas,HENRY,What'll I tell Fran?,What'll I tell Fran?,0.0
Goodfellas,JIMMY,Who gives a fuck? Tall her he ran away with a broad. What do you care about her.,Who gives a fuck? Tall her he ran away with a broad. What do you care about her.,-0.0772
Goodfellas,JIMMY,Watch this.,Watch this.,0.0
Goodfellas,HENRY,"Come on, don't fuck around, will ya?","Come on, don't fuck around, will ya?",0.431
Goodfellas,JIMMY,I do it all the time. Bust their fucking balls.,I do it all the time. Bust their fucking balls.,0.0
Goodfellas,HENRY,"Jimmy, come on. Fuck 'em. Don't give them the satisfaction.","Jimmy, come on. Fuck 'em. Don't give them the satisfaction.",-0.1531
Goodfellas,JIMMY,"Come on, fuckoes. Let's go for a ride.","Come on, fuckoes. Let's go for a ride.",0.0
Goodfellas,HENRY,"Jimmy was cutting every link between himself and the robbery, but it had nothing to do with me. I gave Jimmy the tip and he gave me some Christmas money. From then on I kept my mouth shut.  I knew Jimmy. He had the cash.  It was his. I know he kicked some money upstairs to Paulie, but that was it.  It made him sick to have to turn money over to the guys who stole it. He'd rather whack them. Anyway, what did I care? I wasn't. asking for anything and, besides. Jimmy was making nice money with me through my Pittsburgh connections. But still, for months after the robbery, they were finding bodies all over.","Jimmy was cutting every link between himself and the robbery, but it had nothing to do with me. I gave Jimmy the tip and he gave me some Christmas money. From then on I kept my mouth shut. I knew Jimmy. He had the cash. It was his. I know he kicked some money upstairs to Paulie, but that was it. It made him sick to have to turn money over to the guys who stole it. He'd rather whack them. Anyway, what did I care? I wasn't. asking for anything and, besides. Jimmy was making nice money with me through my Pittsburgh connections. But still, for months after the robbery, they were finding bodies all over.",0.5106
Goodfellas,HENRY,"When they found Sepe in the meat truck, he was frozen so stiff it took them two days to thaw him out for the autopsy.","When they found Sepe in the meat truck, he was frozen so stiff it took them two days to thaw him out for the autopsy.",0.0
Goodfellas,HENRY,"Still, I never saw Jimmy so happy. He was like a kid. We had money coming in through my Pittsburgh people and after a while even the Lufthansa thing began to calm down. But the thing that made Jimmy so happy that morning was that this was the day Tommy was being made.","Still, I never saw Jimmy so happy. He was like a kid. We had money coming in through my Pittsburgh people and after a while even the Lufthansa thing began to calm down. But the thing that made Jimmy so happy that morning was that this was the day Tommy was being made.",0.9167
Goodfellas,HENRY,"Jimmy was so excited, you'd think he was being made. He must have made four calls to Tommy's house. They had a signal all set up so he'd know the minute the ceremony. was over.-","Jimmy was so excited, you'd think he was being made. He must have made four calls to Tommy's house. They had a signal all set up so he'd know the minute the ceremony. was over.-",0.4795
Goodfellas,HENRY,Nah.,Nah.,-0.1027
Goodfellas,HENRY,"Jimmy and I could never be made, because we bad Irish blood. It didn't even matter that my mother was Sicilian. To become a member of a crew, you've got to be one hundred percent Italian So that they can trace all your relatives back to the old country.","Jimmy and I could never be made, because we bad Irish blood. It didn't even matter that my mother was Sicilian. To become a member of a crew, you've got to be one hundred percent Italian So that they can trace all your relatives back to the old country.",-0.5535
Goodfellas,HENRY,"It's the highest honor they can give you. It means you belong to a family and a crew. It means that nobody can fuck around with you. It also means you can fuck around with anybody, as long as they aren't also a member. It's like a license to steal.","It's the highest honor they can give you. It means you belong to a family and a crew. It means that nobody can fuck around with you. It also means you can fuck around with anybody, as long as they aren't also a member. It's like a license to steal.",-0.6705
Goodfellas,HENRY,"As far as Jimmy was concerned, with Tommy being made, it was like we were all being made. We would now have one of our own guys as a member.","As far as Jimmy was concerned, with Tommy being made, it was like we were all being made. We would now have one of our own guys as a member.",0.3612
Goodfellas,HENRY,"Except, they didn't make Tommy that day.","Except, they didn't make Tommy that day.",0.0
Goodfellas,HENRY,They killed him. It was revenge for Billy Batts.,They killed him. It was revenge for Billy Batts.,-0.836
Goodfellas,HENRY,And there was nothing we could do. Batts was a made man and Tommy wasn't. We had to sit still and take it. It was among the Italians. It was real greaseball shit. They even shot Tommy in the face so his mother couldn't give him an open coffin at the funeral.,And there was nothing we could do. Batts was a made man and Tommy wasn't. We had to sit still and take it. It was among the Italians. It was real greaseball shit. They even shot Tommy in the face so his mother couldn't give him an open coffin at the funeral.,-0.7269
Goodfellas,HENRY,I was going to be busy all day. I had to drop off some thirty-eights at Jimmy's to match some silencers he had gotten. I had to pick up my brother at the hospital and drive him back to the house for dinner and then I had to pick up some new Pittsburgh stuff for Judy to fly down to some customers I had near Atlanta.,I was going to be busy all day. I had to drop off some thirty-eights at Jimmy's to match some silencers he had gotten. I had to pick up my brother at the hospital and drive him back to the house for dinner and then I had to pick up some new Pittsburgh stuff for Judy to fly down to some customers I had near Atlanta.,-0.2732
Goodfellas,JIMMY,What fucking good are these things? They don't fit. What do I need this for? I'm not paying for this shit.,What fucking good are these things? They don't fit. What do I need this for? I'm not paying for this shit.,-0.5464
Goodfellas,HENRY,"Right away I knew he didn't want them. I knew I was going to get stuck for the money. I only bought the damn guns because he wanted them. And now, he didn't want them. I didn't say a thing. Jimmy was so pissed he didn't even say goodbye.","Right away I knew he didn't want them. I knew I was going to get stuck for the money. I only bought the damn guns because he wanted them. And now, he didn't want them. I didn't say a thing. Jimmy was so pissed he didn't even say goodbye.",-0.8888
Goodfellas,HENRY,"I knew my Pittsburgh guys always wanted guns, and since I was going to see them later in the afternoon to pick up a delivery, I was pretty sure I'd get my money back.","I knew my Pittsburgh guys always wanted guns, and since I was going to see them later in the afternoon to pick up a delivery, I was pretty sure I'd get my money back.",0.6705
Goodfellas,HENRY,"When I finally got there to pick up Michael, his doctor wanted to put me in bed. I told him about the accident.  I said I was partying all night.","When I finally got there to pick up Michael, his doctor wanted to put me in bed. I told him about the accident. I said I was partying all night.",-0.128
Goodfellas,HENRY,He took mercy on me. He gave me ten milligrams of Valium and sent me home. My plan was to drop off my brother at the house and pick up Karen.,He took mercy on me. He gave me ten milligrams of Valium and sent me home. My plan was to drop off my brother at the house and pick up Karen.,0.1027
Goodfellas,HENRY,"I was cooking dinner that night. I had to start braising the beef, pork butt and veal shanks for the tomato sauce.  It's Michael's favorite. I was making ziti with the meat gravy, and I'm planning to roast some peppers over the flames, and I was putting on some string beans with the olive oil and garlic, and I had some beautiful cutlets, cut just right, that I was going to fry up before dinner just as an appetizer.  I was home for about an hour. My plan was toStart the dinner early, so Karen and I could go unload the guns that Jimmy didn't want, and get the package for Judy to take to Atlanta latex that night. I kept looking out the window and the helicopter was gone. I asked Michael to watch the sauce, and Karen and I started out.","I was cooking dinner that night. I had to start braising the beef, pork butt and veal shanks for the tomato sauce. It's Michael's favorite. I was making ziti with the meat gravy, and I'm planning to roast some peppers over the flames, and I was putting on some string beans with the olive oil and garlic, and I had some beautiful cutlets, cut just right, that I was going to fry up before dinner just as an appetizer. I was home for about an hour. My plan was toStart the dinner early, so Karen and I could go unload the guns that Jimmy didn't want, and get the package for Judy to take to Atlanta latex that night. I kept looking out the window and the helicopter was gone. I asked Michael to watch the sauce, and Karen and I started out.",0.6786
Goodfellas,HENRY,We're going to your mother's.,We're going to your mother's.,0.0
Goodfellas,HENRY,Now I'm sure we're being tailed. My plan was to go to her mother's and unload the guns. Who needed them in the trunk with all this heat?,Now I'm sure we're being tailed. My plan was to go to her mother's and unload the guns. Who needed them in the trunk with all this heat?,0.3182
Goodfellas,HENRY,Let's go shopping.,Let's go shopping.,0.0
Goodfellas,HENRY,I'm not nuts. It's been following me all fucking morning.  I mean it.,I'm not nuts. It's been following me all fucking morning. I mean it.,0.2411
Goodfellas,HENRY,Okay!  Quick! Let's get back to your mother's.,Okay! Quick! Let's get back to your mother's.,0.3578
Goodfellas,HENRY,"My plan was I had to get home and get the package ready for Judy to take on her trip. Also, I had to get to Robin's house to give the package a whack with some quinine. Plus, I knew Robin was gonna get on my ass. Then I had the cooking to finish at home, and I had to get Judy ready for the trip.","My plan was I had to get home and get the package ready for Judy to take on her trip. Also, I had to get to Robin's house to give the package a whack with some quinine. Plus, I knew Robin was gonna get on my ass. Then I had the cooking to finish at home, and I had to get Judy ready for the trip.",0.128
Goodfellas,HENRY,(To dealer) A pain in the ass.,A pain in the ass.,-0.7783
Goodfellas,HENRY,You ready?,You ready?,0.3612
Goodfellas,HENRY,Tell Michael not to 1et the sauce stick.,Tell Michael not to 1et the sauce stick.,0.0
Goodfellas,HENRY,Now this is important. Make sure you leave the house when you make the call. You understand? Do you hear me? It's important.  Call from an outside phone. I mean it.,Now this is important. Make sure you leave the house when you make the call. You understand? Do you hear me? It's important. Call from an outside phone. I mean it.,0.6199
Goodfellas,HENRY,Just do what I say!  Judy Okay.,Just do what I say! Judy Okay.,0.2942
Goodfellas,HENRY,"So, what does she do after she hangs up with me? After everything I had told her? After all her yeah, yeah, yeah, bullshit? She picks up the phone and calls from the house. Now, if anybody was listening, they'd know everything. They'd know that a package was leaving from my house and they'd even have the time and the flight number. Thanks to her.","So, what does she do after she hangs up with me? After everything I had told her? After all her yeah, yeah, yeah, bullshit? She picks up the phone and calls from the house. Now, if anybody was listening, they'd know everything. They'd know that a package was leaving from my house and they'd even have the time and the flight number. Thanks to her.",0.6747
Goodfellas,HENRY,"As soon as I got home, I started cooking. I had a few hours until Judy's flight.  I told my brother to keep an eye on the stove. All day long, the poor guy's been watching helicopters and tomato sauce. I had to drive over to Robin's place, mix it once and get back to the gravy.","As soon as I got home, I started cooking. I had a few hours until Judy's flight. I told my brother to keep an eye on the stove. All day long, the poor guy's been watching helicopters and tomato sauce. I had to drive over to Robin's place, mix it once and get back to the gravy.",-0.4767
Goodfellas,HENRY,What for? I got a pound of stuff in my jacket I've been carrying around all day. We gotta start taping it to your leg.,What for? I got a pound of stuff in my jacket I've been carrying around all day. We gotta start taping it to your leg.,0.0
Goodfellas,HENRY,Do you realize what we're involved in here now?,Do you realize what we're involved in here now?,0.0
Goodfellas,HENRY,"What could I do?  If she insisted, I had to drive her home for her goddamn hat.  I threw the package in the kitchen and went to take her hone.","What could I do? If she insisted, I had to drive her home for her goddamn hat. I threw the package in the kitchen and went to take her hone.",-0.4767
Goodfellas,HENRY,"For a second I thought I was dead, but when I heard all the noise, I knew they were cops,  only cops talk that way.  If they had been wiseguys, I wouldn't have heard a thing. I would have been dead.","For a second I thought I was dead, but when I heard all the noise, I knew they were cops, only cops talk that way. If they had been wiseguys, I wouldn't have heard a thing. I would have been dead.",-0.8462
Goodfellas,HENRY,"All day I thought the guys in the helicopter were just local cops busting my balls over Lufthansa, but they turned out to be Narks. They had been on me a month. Phone taps. Surveillance.","All day I thought the guys in the helicopter were just local cops busting my balls over Lufthansa, but they turned out to be Narks. They had been on me a month. Phone taps. Surveillance.",0.0
Goodfellas,HENRY,Fuck Jimmy and the money. Didn't I tell you I gotta get out of here first.  I gotta straighten every- thing out with Paulie or I'm dead.,Fuck Jimmy and the money. Didn't I tell you I gotta get out of here first. I gotta straighten every- thing out with Paulie or I'm dead.,-0.8316
Goodfellas,HENRY,Karen finally got her mother to put her house up for my bail. I was out.,Karen finally got her mother to put her house up for my bail. I was out.,0.0
Goodfellas,HENRY,"I remember I had this feeling I was going to get killed right outside the jail.  I knew Paulie was still pissed at me and he's such a hothead I was afraid he might have me whacked before he calmed down. And I was also worried about Jimmy. Jimmy knew if Paulie found out he was in the drug deals with me, Paulie would have Jimmy killed even before me. This is the bad time.  I didn't feel safe until I got home.","I remember I had this feeling I was going to get killed right outside the jail. I knew Paulie was still pissed at me and he's such a hothead I was afraid he might have me whacked before he calmed down. And I was also worried about Jimmy. Jimmy knew if Paulie found out he was in the drug deals with me, Paulie would have Jimmy killed even before me. This is the bad time. I didn't feel safe until I got home.",-0.9589
Goodfellas,HENRY,So now my plan was to stay alive long enough to sell off the dope that the cops never found and disappear for a while until I got things straightened out.,So now my plan was to stay alive long enough to sell off the dope that the cops never found and disappear for a while until I got things straightened out.,0.505
Goodfellas,HENRY,You know. The stuff I left.,You know. The stuff I left.,0.0
Goodfellas,HENRY,"Are you fucking nuts? That was forty, fifty thousand.  I need it. I was depending on that money.","Are you fucking nuts? That was forty, fifty thousand. I need it. I was depending on that money.",-0.3804
Goodfellas,HENRY,"Shit You know they would have never found it. Why did you do it? Why did you do it? My God, why did you have to do it?","Shit You know they would have never found it. Why did you do it? Why did you do it? My God, why did you have to do it?",-0.466
Goodfellas,HENRY,I've been all fucked up since I got out.,I've been all fucked up since I got out.,-0.6597
Goodfellas,HENRY,"It was easy money. I did it in the can.  Shit! I learned the junk business in the can, Paulie.","It was easy money. I did it in the can. Shit! I learned the junk business in the can, Paulie.",-0.2481
Goodfellas,HENRY,"But, Paulie, I'm sorry. Believe me.  I was fucking crazy.  But I'm okay now. I can be trusted.  I'm clean now. On my children. Believe me! Two weeks cold turkey waiting for bail got my head together...","But, Paulie, I'm sorry. Believe me. I was fucking crazy. But I'm okay now. I can be trusted. I'm clean now. On my children. Believe me! Two weeks cold turkey waiting for bail got my head together...",0.7471
Goodfellas,HENRY,"Paulie, I couldn't come to you. I didn't want to put you in this shit.","Paulie, I couldn't come to you. I didn't want to put you in this shit.",-0.6675
Goodfellas,HENRY,Paulie.  You're all I got.  I need help.,Paulie. You're all I got. I need help.,0.4019
Goodfellas,HENRY,Thirty-two hundred bucks. That's what he gave me. Thirty-two hundred bucks for a lifetime. It wouldn't have paid for the coffin.,Thirty-two hundred bucks. That's what he gave me. Thirty-two hundred bucks for a lifetime. It wouldn't have paid for the coffin.,0.0
Goodfellas,JIMMY,Did he say what they're asking him about?,Did he say what they're asking him about?,0.0
Goodfellas,JIMMY,I gotta talk to him as soon as I can.,I gotta talk to him as soon as I can.,0.0
Goodfellas,JIMMY,I know. I know. But it'll be okay. Don't worry. I got some money for you. It's down the block.,I know. I know. But it'll be okay. Don't worry. I got some money for you. It's down the block.,0.1553
Goodfellas,HENRY,What happened? You okay?,What happened? You okay?,0.3094
Goodfellas,HENRY,"If you're part of a crew, nobody ever tells you that they're going to kill you.  It doesn't happen that way.  There aren't any arguments or curses like in the movies. Your murderers come with smiles. They come as your friends, the people who have cared for you all your life, and they always come at a time when you are at your weakest and most in need of their help. So I met Jimmy in a crowded place we both knew.  I got there fifteen minutes early and I saw that Jimmy was already there. He took the booth near the window so he could see everyone who drove up to the restaurant.  He wanted to see if I had been tailed.","If you're part of a crew, nobody ever tells you that they're going to kill you. It doesn't happen that way. There aren't any arguments or curses like in the movies. Your murderers come with smiles. They come as your friends, the people who have cared for you all your life, and they always come at a time when you are at your weakest and most in need of their help. So I met Jimmy in a crowded place we both knew. I got there fifteen minutes early and I saw that Jimmy was already there. He took the booth near the window so he could see everyone who drove up to the restaurant. He wanted to see if I had been tailed.",0.2865
Goodfellas,JIMMY,"Come on, eat something.","Come on, eat something.",0.0
Goodfellas,HENRY,"I can't eat,  just get me some coffee.","I can't eat, just get me some coffee.",0.0
Goodfellas,HENRY,"He was jumpy. He hadn't touched a thing. In the old days, Jimmy would have ordered doubles and eaten it all.  On the surface, of course, everything was supposed to be fine. We were supposed to be discussing my case, just like we always would, but I had a feeling Jimmy was trying to sense whether I was going to rat him out to save my neck.","He was jumpy. He hadn't touched a thing. In the old days, Jimmy would have ordered doubles and eaten it all. On the surface, of course, everything was supposed to be fine. We were supposed to be discussing my case, just like we always would, but I had a feeling Jimmy was trying to sense whether I was going to rat him out to save my neck.",0.7717
Goodfellas,HENRY,How?,How?,0.0
Goodfellas,JIMMY,It's that rat bastard from Pittsburgh. He ratted you all out. He's been a rat since he got busted in Pittsburgh.,It's that rat bastard from Pittsburgh. He ratted you all out. He's been a rat since he got busted in Pittsburgh.,-0.5423
Goodfellas,HENRY,Yeah.,Yeah.,0.296
Goodfellas,JIMMY,"He's hiding, thE son of a bitch, in Florida.","He's hiding, thE son of a bitch, in Florida.",-0.7184
Goodfellas,HENRY,Yeah.,Yeah.,0.296
Goodfellas,JIMMY,"I want you and Anthony to go down there and take care of that bastard. Without him, they've got no case.","I want you and Anthony to go down there and take care of that bastard. Without him, they've got no case.",-0.296
Goodfellas,HENRY,"Jimmy had never asked me to whack somebody before, but now he's asking me to go down to Florida and do a hit with Anthony.","Jimmy had never asked me to whack somebody before, but now he's asking me to go down to Florida and do a hit with Anthony.",0.0
Goodfellas,HENRY,That's when I knew I would never have come back from Florida alive.,That's when I knew I would never have come back from Florida alive.,0.3818
Goodfellas,HENRY,I don't want to go anywhere it's cold.,I don't want to go anywhere it's cold.,-0.0572
Goodfellas,HENRY,I don't care who controls it. Nowhere cold.,I don't care who controls it. Nowhere cold.,-0.3875
Goodfellas,HENRY,Yeah. What about the kids' school?,Yeah. What about the kids' school?,0.296
Goodfellas,HENRY,"It was easy for all of us to disappear. My house was in my mother- in-law's name.  My cars were registered to my wife. My Social Security cards and driver's licenses were phonies.  I've never , voted. I never paid taxes. My birth certificate and my arrest sheet, that's all you'd ever have to know I was alive.","It was easy for all of us to disappear. My house was in my mother- in-law's name. My cars were registered to my wife. My Social Security cards and driver's licenses were phonies. I've never , voted. I never paid taxes. My birth certificate and my arrest sheet, that's all you'd ever have to know I was alive.",0.5574
Goodfellas,HENRY,The hardest thing for me was leaving the life. I still love the life. We were treated like movie stars with muscle.  We had it all just for the asking.,The hardest thing for me was leaving the life. I still love the life. We were treated like movie stars with muscle. We had it all just for the asking.,0.7717
Goodfellas,HENRY,"Our wives, mothars, kids, everybody rode along. I had paper bags filled with jewelry stashed in the kitchen and a sugar bowl full of coke next to the bed.","Our wives, mothars, kids, everybody rode along. I had paper bags filled with jewelry stashed in the kitchen and a sugar bowl full of coke next to the bed.",0.0
Goodfellas,HENRY,"Anything I wanted was a phone call away. Free cars and the keys to a dozen hideouts flats all over the city. I'd bet twenty, thirty grand over a weekend ...","Anything I wanted was a phone call away. Free cars and the keys to a dozen hideouts flats all over the city. I'd bet twenty, thirty grand over a weekend ...",0.743
Goodfellas,HENRY,... and than I'd either blow the winnings in a week or go to the sharks to pay back the bookies.,... and than I'd either blow the winnings in a week or go to the sharks to pay back the bookies.,0.4767
Goodfellas,HENRY,It didn't matter. When I was broke I just went out and robbed some more. We ran everything.  We paid off lawyers. We paid off cops. Everybody had their hands out. And now it's all over.,It didn't matter. When I was broke I just went out and robbed some more. We ran everything. We paid off lawyers. We paid off cops. Everybody had their hands out. And now it's all over.,-0.4356
Goodfellas,HENRY,And that's the hardest part. Today everything is different. There's no action.,And that's the hardest part. Today everything is different. There's no action.,-0.296
Goodfellas,HENRY,I have to wait around like anyone else. Yon can't even get decent food. Right after I got hare I ordered some spaghetti with marinara sauce and I got egg noodles and ketchup.,I have to wait around like anyone else. Yon can't even get decent food. Right after I got hare I ordered some spaghetti with marinara sauce and I got egg noodles and ketchup.,0.3612
