film,character,dialogue,cleaned_dialogue
Goodfellas,HENRY,"It's the highest honor they can give you. It means you belong to a family and a crew. It means that nobody can fuck around with you. It also means you can fuck around with anybody, as long as they aren't also a member. It's like a license to steal.","It's the highest honor they can give you. It means you belong to a family and a crew. It means that nobody can fuck around with you. It also means you can fuck around with anybody, as long as they aren't also a member. It's like a license to steal."
Goodfellas,HENRY,"As far as Jimmy was concerned, with Tommy being made, it was like we were all being made. We would now have one of our own guys as a member.","As far as Jimmy was concerned, with Tommy being made, it was like we were all being made. We would now have one of our own guys as a member."
Goodfellas,HENRY,"Except, they didn't make Tommy that day.","Except, they didn't make Tommy that day."
Goodfellas,HENRY,They killed him. It was revenge for Billy Batts.,They killed him. It was revenge for Billy Batts.
Goodfellas,HENRY,And there was nothing we could do. Batts was a made man and Tommy wasn't. We had to sit still and take it. It was among the Italians. It was real greaseball shit. They even shot Tommy in the face so his mother couldn't give him an open coffin at the funeral.,And there was nothing we could do. Batts was a made man and Tommy wasn't. We had to sit still and take it. It was among the Italians. It was real greaseball shit. They even shot Tommy in the face so his mother couldn't give him an open coffin at the funeral.
Goodfellas,HENRY,I was going to be busy all day. I had to drop off some thirty-eights at Jimmy's to match some silencers he had gotten. I had to pick up my brother at the hospital and drive him back to the house for dinner and then I had to pick up some new Pittsburgh stuff for Judy to fly down to some customers I had near Atlanta.,I was going to be busy all day. I had to drop off some thirty-eights at Jimmy's to match some silencers he had gotten. I had to pick up my brother at the hospital and drive him back to the house for dinner and then I had to pick up some new Pittsburgh stuff for Judy to fly down to some customers I had near Atlanta.
Goodfellas,JIMMY,What fucking good are these things? They don't fit. What do I need this for? I'm not paying for this shit.,What fucking good are these things? They don't fit. What do I need this for? I'm not paying for this shit.
Goodfellas,HENRY,"Right away I knew he didn't want them. I knew I was going to get stuck for the money. I only bought the damn guns because he wanted them. And now, he didn't want them. I didn't say a thing. Jimmy was so pissed he didn't even say goodbye.","Right away I knew he didn't want them. I knew I was going to get stuck for the money. I only bought the damn guns because he wanted them. And now, he didn't want them. I didn't say a thing. Jimmy was so pissed he didn't even say goodbye."
Goodfellas,HENRY,"I knew my Pittsburgh guys always wanted guns, and since I was going to see them later in the afternoon to pick up a delivery, I was pretty sure I'd get my money back.","I knew my Pittsburgh guys always wanted guns, and since I was going to see them later in the afternoon to pick up a delivery, I was pretty sure I'd get my money back."
Goodfellas,HENRY,"When I finally got there to pick up Michael, his doctor wanted to put me in bed. I told him about the accident.  I said I was partying all night.","When I finally got there to pick up Michael, his doctor wanted to put me in bed. I told him about the accident. I said I was partying all night."
Goodfellas,HENRY,He took mercy on me. He gave me ten milligrams of Valium and sent me home. My plan was to drop off my brother at the house and pick up Karen.,He took mercy on me. He gave me ten milligrams of Valium and sent me home. My plan was to drop off my brother at the house and pick up Karen.
Goodfellas,HENRY,"I was cooking dinner that night. I had to start braising the beef, pork butt and veal shanks for the tomato sauce.  It's Michael's favorite. I was making ziti with the meat gravy, and I'm planning to roast some peppers over the flames, and I was putting on some string beans with the olive oil and garlic, and I had some beautiful cutlets, cut just right, that I was going to fry up before dinner just as an appetizer.  I was home for about an hour. My plan was toStart the dinner early, so Karen and I could go unload the guns that Jimmy didn't want, and get the package for Judy to take to Atlanta latex that night. I kept looking out the window and the helicopter was gone. I asked Michael to watch the sauce, and Karen and I started out.","I was cooking dinner that night. I had to start braising the beef, pork butt and veal shanks for the tomato sauce. It's Michael's favorite. I was making ziti with the meat gravy, and I'm planning to roast some peppers over the flames, and I was putting on some string beans with the olive oil and garlic, and I had some beautiful cutlets, cut just right, that I was going to fry up before dinner just as an appetizer. I was home for about an hour. My plan was toStart the dinner early, so Karen and I could go unload the guns that Jimmy didn't want, and get the package for Judy to take to Atlanta latex that night. I kept looking out the window and the helicopter was gone. I asked Michael to watch the sauce, and Karen and I started out."
Goodfellas,HENRY,We're going to your mother's.,We're going to your mother's.
Goodfellas,HENRY,Now I'm sure we're being tailed. My plan was to go to her mother's and unload the guns. Who needed them in the trunk with all this heat?,Now I'm sure we're being tailed. My plan was to go to her mother's and unload the guns. Who needed them in the trunk with all this heat?
Goodfellas,HENRY,Let's go shopping.,Let's go shopping.
Goodfellas,HENRY,I'm not nuts. It's been following me all fucking morning.  I mean it.,I'm not nuts. It's been following me all fucking morning. I mean it.
Goodfellas,HENRY,Okay!  Quick! Let's get back to your mother's.,Okay! Quick! Let's get back to your mother's.
Goodfellas,HENRY,"My plan was I had to get home and get the package ready for Judy to take on her trip. Also, I had to get to Robin's house to give the package a whack with some quinine. Plus, I knew Robin was gonna get on my ass. Then I had the cooking to finish at home, and I had to get Judy ready for the trip.","My plan was I had to get home and get the package ready for Judy to take on her trip. Also, I had to get to Robin's house to give the package a whack with some quinine. Plus, I knew Robin was gonna get on my ass. Then I had the cooking to finish at home, and I had to get Judy ready for the trip."
Goodfellas,HENRY,(To dealer) A pain in the ass.,A pain in the ass.
Goodfellas,HENRY,You ready?,You ready?
Goodfellas,HENRY,Tell Michael not to 1et the sauce stick.,Tell Michael not to 1et the sauce stick.
Goodfellas,HENRY,Now this is important. Make sure you leave the house when you make the call. You understand? Do you hear me? It's important.  Call from an outside phone. I mean it.,Now this is important. Make sure you leave the house when you make the call. You understand? Do you hear me? It's important. Call from an outside phone. I mean it.
Goodfellas,HENRY,Just do what I say!  Judy Okay.,Just do what I say! Judy Okay.
Goodfellas,HENRY,"So, what does she do after she hangs up with me? After everything I had told her? After all her yeah, yeah, yeah, bullshit? She picks up the phone and calls from the house. Now, if anybody was listening, they'd know everything. They'd know that a package was leaving from my house and they'd even have the time and the flight number. Thanks to her.","So, what does she do after she hangs up with me? After everything I had told her? After all her yeah, yeah, yeah, bullshit? She picks up the phone and calls from the house. Now, if anybody was listening, they'd know everything. They'd know that a package was leaving from my house and they'd even have the time and the flight number. Thanks to her."
Goodfellas,HENRY,"As soon as I got home, I started cooking. I had a few hours until Judy's flight.  I told my brother to keep an eye on the stove. All day long, the poor guy's been watching helicopters and tomato sauce. I had to drive over to Robin's place, mix it once and get back to the gravy.","As soon as I got home, I started cooking. I had a few hours until Judy's flight. I told my brother to keep an eye on the stove. All day long, the poor guy's been watching helicopters and tomato sauce. I had to drive over to Robin's place, mix it once and get back to the gravy."
Goodfellas,HENRY,What for? I got a pound of stuff in my jacket I've been carrying around all day. We gotta start taping it to your leg.,What for? I got a pound of stuff in my jacket I've been carrying around all day. We gotta start taping it to your leg.
Goodfellas,HENRY,Do you realize what we're involved in here now?,Do you realize what we're involved in here now?
Goodfellas,HENRY,"What could I do?  If she insisted, I had to drive her home for her goddamn hat.  I threw the package in the kitchen and went to take her hone.","What could I do? If she insisted, I had to drive her home for her goddamn hat. I threw the package in the kitchen and went to take her hone."
Goodfellas,HENRY,"For a second I thought I was dead, but when I heard all the noise, I knew they were cops,  only cops talk that way.  If they had been wiseguys, I wouldn't have heard a thing. I would have been dead.","For a second I thought I was dead, but when I heard all the noise, I knew they were cops, only cops talk that way. If they had been wiseguys, I wouldn't have heard a thing. I would have been dead."
Goodfellas,HENRY,"All day I thought the guys in the helicopter were just local cops busting my balls over Lufthansa, but they turned out to be Narks. They had been on me a month. Phone taps. Surveillance.","All day I thought the guys in the helicopter were just local cops busting my balls over Lufthansa, but they turned out to be Narks. They had been on me a month. Phone taps. Surveillance."
Goodfellas,HENRY,Fuck Jimmy and the money. Didn't I tell you I gotta get out of here first.  I gotta straighten every- thing out with Paulie or I'm dead.,Fuck Jimmy and the money. Didn't I tell you I gotta get out of here first. I gotta straighten every- thing out with Paulie or I'm dead.
Goodfellas,HENRY,Karen finally got her mother to put her house up for my bail. I was out.,Karen finally got her mother to put her house up for my bail. I was out.
Goodfellas,HENRY,"I remember I had this feeling I was going to get killed right outside the jail.  I knew Paulie was still pissed at me and he's such a hothead I was afraid he might have me whacked before he calmed down. And I was also worried about Jimmy. Jimmy knew if Paulie found out he was in the drug deals with me, Paulie would have Jimmy killed even before me. This is the bad time.  I didn't feel safe until I got home.","I remember I had this feeling I was going to get killed right outside the jail. I knew Paulie was still pissed at me and he's such a hothead I was afraid he might have me whacked before he calmed down. And I was also worried about Jimmy. Jimmy knew if Paulie found out he was in the drug deals with me, Paulie would have Jimmy killed even before me. This is the bad time. I didn't feel safe until I got home."
Goodfellas,HENRY,So now my plan was to stay alive long enough to sell off the dope that the cops never found and disappear for a while until I got things straightened out.,So now my plan was to stay alive long enough to sell off the dope that the cops never found and disappear for a while until I got things straightened out.
Goodfellas,HENRY,You know. The stuff I left.,You know. The stuff I left.
Goodfellas,HENRY,"Are you fucking nuts? That was forty, fifty thousand.  I need it. I was depending on that money.","Are you fucking nuts? That was forty, fifty thousand. I need it. I was depending on that money."
Goodfellas,HENRY,"Shit You know they would have never found it. Why did you do it? Why did you do it? My God, why did you have to do it?","Shit You know they would have never found it. Why did you do it? Why did you do it? My God, why did you have to do it?"
Goodfellas,HENRY,I've been all fucked up since I got out.,I've been all fucked up since I got out.
Goodfellas,HENRY,"It was easy money. I did it in the can.  Shit! I learned the junk business in the can, Paulie.","It was easy money. I did it in the can. Shit! I learned the junk business in the can, Paulie."
Goodfellas,HENRY,"But, Paulie, I'm sorry. Believe me.  I was fucking crazy.  But I'm okay now. I can be trusted.  I'm clean now. On my children. Believe me! Two weeks cold turkey waiting for bail got my head together...","But, Paulie, I'm sorry. Believe me. I was fucking crazy. But I'm okay now. I can be trusted. I'm clean now. On my children. Believe me! Two weeks cold turkey waiting for bail got my head together..."
Goodfellas,HENRY,"Paulie, I couldn't come to you. I didn't want to put you in this shit.","Paulie, I couldn't come to you. I didn't want to put you in this shit."
Goodfellas,HENRY,Paulie.  You're all I got.  I need help.,Paulie. You're all I got. I need help.
Goodfellas,HENRY,Thirty-two hundred bucks. That's what he gave me. Thirty-two hundred bucks for a lifetime. It wouldn't have paid for the coffin.,Thirty-two hundred bucks. That's what he gave me. Thirty-two hundred bucks for a lifetime. It wouldn't have paid for the coffin.
Goodfellas,JIMMY,Did he say what they're asking him about?,Did he say what they're asking him about?
Goodfellas,JIMMY,I gotta talk to him as soon as I can.,I gotta talk to him as soon as I can.
Goodfellas,JIMMY,I know. I know. But it'll be okay. Don't worry. I got some money for you. It's down the block.,I know. I know. But it'll be okay. Don't worry. I got some money for you. It's down the block.
Goodfellas,HENRY,What happened? You okay?,What happened? You okay?
Goodfellas,HENRY,"If you're part of a crew, nobody ever tells you that they're going to kill you.  It doesn't happen that way.  There aren't any arguments or curses like in the movies. Your murderers come with smiles. They come as your friends, the people who have cared for you all your life, and they always come at a time when you are at your weakest and most in need of their help. So I met Jimmy in a crowded place we both knew.  I got there fifteen minutes early and I saw that Jimmy was already there. He took the booth near the window so he could see everyone who drove up to the restaurant.  He wanted to see if I had been tailed.","If you're part of a crew, nobody ever tells you that they're going to kill you. It doesn't happen that way. There aren't any arguments or curses like in the movies. Your murderers come with smiles. They come as your friends, the people who have cared for you all your life, and they always come at a time when you are at your weakest and most in need of their help. So I met Jimmy in a crowded place we both knew. I got there fifteen minutes early and I saw that Jimmy was already there. He took the booth near the window so he could see everyone who drove up to the restaurant. He wanted to see if I had been tailed."
Goodfellas,JIMMY,"Come on, eat something.","Come on, eat something."
Goodfellas,HENRY,"I can't eat,  just get me some coffee.","I can't eat, just get me some coffee."
Goodfellas,HENRY,"He was jumpy. He hadn't touched a thing. In the old days, Jimmy would have ordered doubles and eaten it all.  On the surface, of course, everything was supposed to be fine. We were supposed to be discussing my case, just like we always would, but I had a feeling Jimmy was trying to sense whether I was going to rat him out to save my neck.","He was jumpy. He hadn't touched a thing. In the old days, Jimmy would have ordered doubles and eaten it all. On the surface, of course, everything was supposed to be fine. We were supposed to be discussing my case, just like we always would, but I had a feeling Jimmy was trying to sense whether I was going to rat him out to save my neck."
Goodfellas,HENRY,How?,How?
Goodfellas,JIMMY,It's that rat bastard from Pittsburgh. He ratted you all out. He's been a rat since he got busted in Pittsburgh.,It's that rat bastard from Pittsburgh. He ratted you all out. He's been a rat since he got busted in Pittsburgh.
Goodfellas,HENRY,Yeah.,Yeah.
Goodfellas,JIMMY,"He's hiding, thE son of a bitch, in Florida.","He's hiding, thE son of a bitch, in Florida."
Goodfellas,HENRY,Yeah.,Yeah.
Goodfellas,JIMMY,"I want you and Anthony to go down there and take care of that bastard. Without him, they've got no case.","I want you and Anthony to go down there and take care of that bastard. Without him, they've got no case."
Goodfellas,HENRY,"Jimmy had never asked me to whack somebody before, but now he's asking me to go down to Florida and do a hit with Anthony.","Jimmy had never asked me to whack somebody before, but now he's asking me to go down to Florida and do a hit with Anthony."
Goodfellas,HENRY,That's when I knew I would never have come back from Florida alive.,That's when I knew I would never have come back from Florida alive.
Goodfellas,HENRY,I don't want to go anywhere it's cold.,I don't want to go anywhere it's cold.
Goodfellas,HENRY,I don't care who controls it. Nowhere cold.,I don't care who controls it. Nowhere cold.
Goodfellas,HENRY,Yeah. What about the kids' school?,Yeah. What about the kids' school?
Goodfellas,HENRY,"It was easy for all of us to disappear. My house was in my mother- in-law's name.  My cars were registered to my wife. My Social Security cards and driver's licenses were phonies.  I've never , voted. I never paid taxes. My birth certificate and my arrest sheet, that's all you'd ever have to know I was alive.","It was easy for all of us to disappear. My house was in my mother- in-law's name. My cars were registered to my wife. My Social Security cards and driver's licenses were phonies. I've never , voted. I never paid taxes. My birth certificate and my arrest sheet, that's all you'd ever have to know I was alive."
Goodfellas,HENRY,The hardest thing for me was leaving the life. I still love the life. We were treated like movie stars with muscle.  We had it all just for the asking.,The hardest thing for me was leaving the life. I still love the life. We were treated like movie stars with muscle. We had it all just for the asking.
Goodfellas,HENRY,"Our wives, mothars, kids, everybody rode along. I had paper bags filled with jewelry stashed in the kitchen and a sugar bowl full of coke next to the bed.","Our wives, mothars, kids, everybody rode along. I had paper bags filled with jewelry stashed in the kitchen and a sugar bowl full of coke next to the bed."
Goodfellas,HENRY,"Anything I wanted was a phone call away. Free cars and the keys to a dozen hideouts flats all over the city. I'd bet twenty, thirty grand over a weekend ...","Anything I wanted was a phone call away. Free cars and the keys to a dozen hideouts flats all over the city. I'd bet twenty, thirty grand over a weekend ..."
Goodfellas,HENRY,... and than I'd either blow the winnings in a week or go to the sharks to pay back the bookies.,... and than I'd either blow the winnings in a week or go to the sharks to pay back the bookies.
Goodfellas,HENRY,It didn't matter. When I was broke I just went out and robbed some more. We ran everything.  We paid off lawyers. We paid off cops. Everybody had their hands out. And now it's all over.,It didn't matter. When I was broke I just went out and robbed some more. We ran everything. We paid off lawyers. We paid off cops. Everybody had their hands out. And now it's all over.
Goodfellas,HENRY,And that's the hardest part. Today everything is different. There's no action.,And that's the hardest part. Today everything is different. There's no action.
Goodfellas,HENRY,I have to wait around like anyone else. Yon can't even get decent food. Right after I got hare I ordered some spaghetti with marinara sauce and I got egg noodles and ketchup.,I have to wait around like anyone else. Yon can't even get decent food. Right after I got hare I ordered some spaghetti with marinara sauce and I got egg noodles and ketchup.
